listing_id,order_id,placed_at,status
42,1019970,2023-06-01 14:45:46,completed
38,1019907,2023-06-01 14:45:53,cancelled
32,1019897,2023-06-01 15:00:21,completed
39,1019953,2023-06-01 15:04:16,refunded
117,1020017,2023-06-01 15:06:00,completed
96,1019915,2023-06-01 15:12:23,pending
75,1019917,2023-06-01 15:12:42,completed
96,1019913,2023-06-01 15:19:24,completed
16,1019989,2023-06-01 15:36:26,completed
101,1019928,2023-06-01 15:42:04,completed
91,1019983,2023-06-01 15:42:34,completed
61,1019949,2023-06-01 15:45:30,cancelled
96,1019914,2023-06-01 15:54:00,pending
200,1020011,2023-06-01 15:59:19,refunded
167,1020004,2023-06-01 16:05:43,completed
66,1019966,2023-06-01 16:07:44,refunded
84,1019923,2023-06-01 16:11:02,completed
137,1019935,2023-06-01 16:12:42,completed
16,1019990,2023-06-01 16:14:30,pending
7,1019892,2023-06-01 16:19:00,completed
36,1019973,2023-06-01 16:27:58,refunded
66,1019964,2023-06-01 16:28:06,completed
139,1019941,2023-06-01 16:44:30,completed
16,1019986,2023-06-01 16:50:23,pending
125,1019890,2023-06-01 16:50:24,cancelled
200,1020008,2023-06-01 16:57:52,completed
173,1019905,2023-06-01 16:59:06,completed
172,1019995,2023-06-01 17:09:56,completed
101,1019924,2023-06-01 17:12:55,cancelled
42,1019969,2023-06-01 17:15:14,cancelled
181,1019946,2023-06-01 17:31:01,completed
61,1019950,2023-06-01 17:37:25,completed
146,1019980,2023-06-01 17:45:04,refunded
125,1019888,2023-06-01 17:56:05,completed
173,1019901,2023-06-01 17:56:47,completed
84,1019921,2023-06-01 18:16:27,pending
101,1019927,2023-06-01 18:22:02,cancelled
173,1019903,2023-06-01 18:27:01,completed
62,1020001,2023-06-01 18:33:14,completed
175,1019992,2023-06-01 18:33:38,completed
83,1020003,2023-06-01 18:41:41,completed
32,1019896,2023-06-01 18:52:28,completed
136,1019997,2023-06-01 18:54:39,completed
200,1020010,2023-06-01 18:55:22,cancelled
4,1019943,2023-06-01 18:55:46,completed
181,1019945,2023-06-01 19:00:13,completed
137,1019933,2023-06-01 19:05:00,completed
7,1019891,2023-06-01 19:08:11,refunded
91,1019984,2023-06-01 19:17:15,completed
200,1020012,2023-06-01 19:21:32,refunded
38,1019908,2023-06-01 19:27:31,completed
101,1019926,2023-06-01 19:29:20,cancelled
121,1019957,2023-06-01 19:39:23,completed
66,1019965,2023-06-01 19:51:20,cancelled
25,1019959,2023-06-01 19:52:02,completed
175,1019993,2023-06-01 19:55:45,completed
101,1019929,2023-06-01 19:57:55,completed
189,1020007,2023-06-01 20:00:56,refunded
137,1019934,2023-06-01 20:02:44,completed
39,1019954,2023-06-01 20:12:42,completed
125,1019889,2023-06-01 20:18:20,completed
56,1019887,2023-06-01 20:21:20,pending
60,1020016,2023-06-01 20:23:19,pending
146,1019979,2023-06-01 20:27:10,cancelled
190,1019976,2023-06-01 20:28:02,refunded
60,1020014,2023-06-01 20:30:39,completed
62,1020002,2023-06-01 20:45:35,cancelled
32,1019899,2023-06-01 20:49:53,refunded
190,1019977,2023-06-01 20:51:39,completed
172,1019996,2023-06-01 20:54:42,refunded
193,1019916,2023-06-01 20:55:23,cancelled
139,1019940,2023-06-01 21:06:36,pending
62,1019999,2023-06-01 21:26:32,refunded
136,1019998,2023-06-01 22:13:01,completed
42,1019967,2023-06-01 22:27:58,completed
160,1019963,2023-06-01 22:49:17,refunded
84,1019919,2023-06-01 23:03:44,refunded
62,1020000,2023-06-01 23:19:47,completed
173,1019902,2023-06-01 23:26:04,refunded
106,1019938,2023-06-01 23:31:25,completed
4,1019944,2023-06-01 23:32:26,cancelled
101,1019932,2023-06-01 23:32:49,pending
57,1020078,2023-06-02 01:59:23,completed
35,1020093,2023-06-02 02:34:09,completed
147,1020031,2023-06-02 02:47:30,completed
27,1020040,2023-06-02 03:16:02,completed
140,1020026,2023-06-02 03:31:58,completed
155,1020098,2023-06-02 04:18:44,refunded
65,1020090,2023-06-02 05:17:38,cancelled
156,1020080,2023-06-02 05:19:18,completed
27,1020042,2023-06-02 05:39:11,cancelled
151,1020111,2023-06-02 06:16:10,completed
5,1020060,2023-06-02 06:50:27,completed
140,1020023,2023-06-02 06:57:27,completed
55,1020028,2023-06-02 07:26:18,completed
92,1020046,2023-06-02 07:59:21,refunded
55,1020029,2023-06-02 08:28:07,completed
49,1020058,2023-06-02 08:48:08,completed
117,1020070,2023-06-02 09:04:34,completed
57,1020075,2023-06-02 09:21:53,completed
146,1020049,2023-06-02 09:40:34,completed
83,1020121,2023-06-02 09:51:50,completed
121,1020083,2023-06-02 09:53:23,completed
100,1020108,2023-06-02 09:59:39,completed
35,1020092,2023-06-02 10:08:35,refunded
192,1020054,2023-06-02 10:14:20,completed
117,1020071,2023-06-02 10:22:30,completed
166,1020068,2023-06-02 10:29:45,completed
127,1020019,2023-06-02 10:40:03,completed
35,1020094,2023-06-02 10:48:02,cancelled
75,1020065,2023-06-02 11:07:20,refunded
35,1020095,2023-06-02 11:12:28,completed
155,1020097,2023-06-02 11:12:57,completed
100,1020109,2023-06-02 11:19:42,completed
43,1020035,2023-06-02 11:40:20,completed
167,1020051,2023-06-02 11:49:54,completed
57,1020077,2023-06-02 11:53:50,completed
125,1020081,2023-06-02 12:44:14,refunded
91,1020088,2023-06-02 13:26:15,refunded
174,1020062,2023-06-02 13:35:14,completed
92,1020047,2023-06-02 13:42:34,completed
157,1020039,2023-06-02 14:02:30,completed
117,1020069,2023-06-02 15:06:52,cancelled
39,1020074,2023-06-02 15:14:37,pending
100,1020106,2023-06-02 15:20:17,pending
192,1020055,2023-06-02 15:28:18,pending
101,1020101,2023-06-02 15:34:20,cancelled
146,1020048,2023-06-02 15:39:41,completed
39,1020073,2023-06-02 15:40:58,pending
83,1020122,2023-06-02 15:56:16,completed
147,1020032,2023-06-02 16:15:38,completed
43,1020033,2023-06-02 16:16:33,completed
35,1020096,2023-06-02 16:26:03,completed
76,1020116,2023-06-02 16:29:48,refunded
83,1020119,2023-06-02 16:50:14,completed
57,1020076,2023-06-02 16:56:21,completed
100,1020107,2023-06-02 17:07:49,pending
65,1020089,2023-06-02 17:10:34,completed
101,1020104,2023-06-02 17:13:04,completed
127,1020020,2023-06-02 17:17:48,completed
76,1020115,2023-06-02 17:20:03,pending
92,1020045,2023-06-02 17:35:00,cancelled
92,1020044,2023-06-02 18:00:06,completed
117,1020072,2023-06-02 18:03:28,completed
65,1020091,2023-06-02 18:05:37,cancelled
121,1020084,2023-06-02 18:09:41,cancelled
43,1020036,2023-06-02 18:09:50,pending
76,1020112,2023-06-02 18:12:51,refunded
75,1020066,2023-06-02 18:21:36,cancelled
49,1020057,2023-06-02 18:24:05,completed
91,1020087,2023-06-02 18:33:39,completed
80,1020100,2023-06-02 18:34:28,completed
167,1020052,2023-06-02 18:39:21,cancelled
83,1020120,2023-06-02 18:41:22,refunded
91,1020086,2023-06-02 18:42:17,cancelled
43,1020034,2023-06-02 18:45:42,completed
121,1020082,2023-06-02 18:47:09,refunded
176,1020022,2023-06-02 18:58:51,completed
27,1020041,2023-06-02 19:06:39,refunded
101,1020105,2023-06-02 19:06:46,cancelled
174,1020064,2023-06-02 19:19:45,refunded
101,1020103,2023-06-02 19:28:34,cancelled
166,1020067,2023-06-02 19:34:19,completed
34,1020099,2023-06-02 19:37:16,completed
151,1020110,2023-06-02 19:37:31,refunded
5,1020059,2023-06-02 19:45:14,completed
156,1020079,2023-06-02 19:47:38,cancelled
101,1020102,2023-06-02 19:52:37,completed
110,1020038,2023-06-02 19:53:22,completed
174,1020061,2023-06-02 20:12:31,refunded
43,1020037,2023-06-02 20:24:08,refunded
63,1020117,2023-06-02 20:24:56,refunded
92,1020043,2023-06-02 20:26:24,pending
140,1020025,2023-06-02 20:36:31,refunded
192,1020053,2023-06-02 20:39:57,completed
76,1020113,2023-06-02 20:46:18,completed
140,1020024,2023-06-02 20:47:15,completed
49,1020056,2023-06-02 20:51:15,completed
174,1020063,2023-06-02 20:56:24,completed
83,1020118,2023-06-02 20:57:16,completed
55,1020027,2023-06-02 21:27:41,pending
76,1020114,2023-06-02 21:53:25,pending
167,1020050,2023-06-02 22:44:31,pending
127,1020021,2023-06-02 22:45:42,refunded
61,1020085,2023-06-02 23:26:19,refunded
55,1020030,2023-06-02 23:35:15,refunded
94,1020151,2023-06-03 00:51:39,cancelled
92,1020182,2023-06-03 01:33:57,pending
90,1020232,2023-06-03 01:40:01,completed
90,1020229,2023-06-03 02:46:06,refunded
63,1020223,2023-06-03 02:57:43,completed
169,1020252,2023-06-03 03:22:44,completed
94,1020149,2023-06-03 03:26:38,completed
135,1020191,2023-06-03 04:07:54,refunded
79,1020144,2023-06-03 05:12:31,pending
138,1020157,2023-06-03 06:02:48,cancelled
193,1020168,2023-06-03 06:27:08,completed
53,1020127,2023-06-03 06:38:33,cancelled
193,1020167,2023-06-03 06:43:46,pending
32,1020216,2023-06-03 07:05:39,pending
106,1020245,2023-06-03 07:34:18,cancelled
155,1020134,2023-06-03 07:55:20,completed
85,1020160,2023-06-03 08:20:21,completed
142,1020176,2023-06-03 08:59:53,completed
54,1020173,2023-06-03 09:03:51,cancelled
133,1020153,2023-06-03 09:27:03,completed
135,1020190,2023-06-03 09:31:20,completed
139,1020250,2023-06-03 09:32:05,cancelled
106,1020243,2023-06-03 09:44:24,refunded
138,1020158,2023-06-03 09:54:33,completed
27,1020219,2023-06-03 10:12:33,completed
79,1020148,2023-06-03 10:18:48,completed
25,1020138,2023-06-03 10:20:56,cancelled
63,1020224,2023-06-03 10:23:35,completed
114,1020136,2023-06-03 10:24:14,completed
139,1020248,2023-06-03 10:25:25,pending
181,1020241,2023-06-03 10:32:19,completed
53,1020126,2023-06-03 10:34:03,cancelled
57,1020237,2023-06-03 10:45:09,completed
85,1020162,2023-06-03 10:57:41,pending
63,1020222,2023-06-03 11:04:31,completed
91,1020227,2023-06-03 11:12:57,pending
167,1020164,2023-06-03 11:12:58,completed
85,1020163,2023-06-03 11:13:06,pending
27,1020218,2023-06-03 11:17:53,completed
155,1020133,2023-06-03 11:19:01,completed
101,1020213,2023-06-03 11:30:58,completed
170,1020194,2023-06-03 11:35:03,refunded
145,1020208,2023-06-03 11:56:41,pending
138,1020156,2023-06-03 11:57:13,completed
15,1020178,2023-06-03 12:12:45,completed
101,1020214,2023-06-03 12:51:42,refunded
182,1020181,2023-06-03 13:08:49,pending
42,1020203,2023-06-03 13:25:35,pending
69,1020186,2023-06-03 13:28:18,cancelled
42,1020204,2023-06-03 13:38:04,cancelled
188,1020200,2023-06-03 13:47:39,completed
139,1020251,2023-06-03 13:56:47,completed
54,1020171,2023-06-03 13:58:08,cancelled
138,1020159,2023-06-03 14:10:34,completed
193,1020165,2023-06-03 15:10:30,refunded
135,1020193,2023-06-03 15:13:43,refunded
142,1020175,2023-06-03 15:15:06,completed
90,1020231,2023-06-03 15:32:00,cancelled
79,1020147,2023-06-03 15:36:06,cancelled
24,1020142,2023-06-03 15:36:15,completed
92,1020184,2023-06-03 15:46:31,completed
24,1020140,2023-06-03 15:47:36,completed
93,1020211,2023-06-03 15:56:00,completed
79,1020145,2023-06-03 16:09:48,completed
57,1020238,2023-06-03 16:10:53,refunded
54,1020170,2023-06-03 16:30:53,refunded
63,1020225,2023-06-03 16:32:41,completed
192,1020236,2023-06-03 16:33:10,cancelled
133,1020155,2023-06-03 16:34:22,completed
11,1020239,2023-06-03 16:39:50,completed
27,1020221,2023-06-03 16:44:25,pending
114,1020137,2023-06-03 16:46:54,completed
42,1020205,2023-06-03 16:53:46,completed
193,1020166,2023-06-03 17:00:23,completed
181,1020242,2023-06-03 17:03:34,completed
188,1020199,2023-06-03 17:04:02,completed
91,1020228,2023-06-03 17:06:16,pending
169,1020254,2023-06-03 17:09:01,completed
155,1020131,2023-06-03 17:18:58,completed
106,1020246,2023-06-03 17:30:56,completed
178,1020123,2023-06-03 17:34:30,refunded
90,1020230,2023-06-03 17:36:59,completed
94,1020150,2023-06-03 17:44:40,completed
169,1020255,2023-06-03 17:45:48,completed
188,1020201,2023-06-03 17:54:27,refunded
85,1020161,2023-06-03 17:58:48,completed
54,1020169,2023-06-03 17:59:56,completed
93,1020209,2023-06-03 18:02:01,completed
135,1020189,2023-06-03 18:08:31,cancelled
155,1020132,2023-06-03 18:10:21,completed
59,1020129,2023-06-03 18:16:50,completed
101,1020215,2023-06-03 18:18:16,refunded
11,1020240,2023-06-03 18:22:05,completed
155,1020130,2023-06-03 18:43:13,completed
145,1020207,2023-06-03 18:46:56,pending
169,1020253,2023-06-03 18:50:36,completed
92,1020183,2023-06-03 18:52:47,completed
133,1020152,2023-06-03 18:58:29,refunded
133,1020154,2023-06-03 19:08:39,pending
53,1020125,2023-06-03 19:12:32,completed
159,1020180,2023-06-03 19:15:57,completed
93,1020212,2023-06-03 19:18:56,completed
188,1020197,2023-06-03 19:20:32,completed
54,1020172,2023-06-03 19:41:14,cancelled
135,1020192,2023-06-03 19:42:24,completed
106,1020247,2023-06-03 19:42:44,completed
79,1020146,2023-06-03 19:59:52,completed
145,1020206,2023-06-03 20:00:22,pending
27,1020217,2023-06-03 20:16:55,cancelled
106,1020244,2023-06-03 20:21:32,completed
114,1020135,2023-06-03 20:30:45,completed
24,1020139,2023-06-03 20:32:00,completed
73,1020177,2023-06-03 20:33:20,completed
69,1020188,2023-06-03 20:39:17,completed
159,1020179,2023-06-03 20:40:08,pending
52,1020234,2023-06-03 20:53:26,completed
150,1020226,2023-06-03 20:53:58,completed
169,1020256,2023-06-03 20:54:47,completed
170,1020196,2023-06-03 20:56:23,cancelled
42,1020202,2023-06-03 20:58:36,completed
170,1020195,2023-06-03 20:59:30,cancelled
59,1020128,2023-06-03 21:07:11,cancelled
27,1020220,2023-06-03 21:53:17,completed
178,1020124,2023-06-03 22:09:37,pending
52,1020235,2023-06-03 22:20:03,cancelled
188,1020198,2023-06-03 22:26:43,cancelled
93,1020210,2023-06-03 22:27:00,completed
24,1020141,2023-06-03 22:29:01,pending
44,1020143,2023-06-03 22:48:20,pending
92,1020185,2023-06-03 22:51:41,completed
39,1020174,2023-06-03 23:06:28,completed
160,1020233,2023-06-03 23:16:10,completed
139,1020249,2023-06-03 23:22:47,pending
69,1020187,2023-06-03 23:25:08,pending
29,1020282,2023-06-04 00:20:46,completed
138,1020386,2023-06-04 00:51:15,completed
134,1020321,2023-06-04 00:51:59,pending
84,1020301,2023-06-04 00:53:01,pending
131,1020409,2023-06-04 00:55:48,completed
134,1020322,2023-06-04 01:09:29,completed
136,1020354,2023-06-04 03:11:02,completed
26,1020257,2023-06-04 04:07:54,completed
52,1020414,2023-06-04 05:17:57,pending
131,1020407,2023-06-04 06:06:39,pending
36,1020292,2023-06-04 06:09:17,pending
195,1020378,2023-06-04 06:13:09,completed
52,1020418,2023-06-04 06:20:40,pending
136,1020356,2023-06-04 06:34:40,refunded
17,1020319,2023-06-04 06:40:14,completed
80,1020345,2023-06-04 07:40:24,refunded
115,1020279,2023-06-04 07:45:43,completed
158,1020392,2023-06-04 08:10:20,completed
115,1020281,2023-06-04 08:15:46,completed
140,1020287,2023-06-04 08:28:30,completed
181,1020299,2023-06-04 08:52:40,refunded
92,1020270,2023-06-04 08:53:04,completed
58,1020400,2023-06-04 09:12:40,completed
8,1020341,2023-06-04 09:36:05,cancelled
42,1020328,2023-06-04 09:45:28,completed
17,1020320,2023-06-04 09:46:51,completed
147,1020382,2023-06-04 09:54:01,completed
193,1020334,2023-06-04 09:54:43,completed
160,1020398,2023-06-04 09:57:23,completed
91,1020366,2023-06-04 10:00:31,completed
183,1020352,2023-06-04 10:19:40,completed
142,1020370,2023-06-04 10:29:28,completed
188,1020362,2023-06-04 10:36:53,completed
16,1020265,2023-06-04 10:41:51,completed
80,1020344,2023-06-04 10:47:53,cancelled
1,1020309,2023-06-04 10:48:00,refunded
131,1020408,2023-06-04 10:54:47,completed
176,1020347,2023-06-04 11:00:35,completed
180,1020404,2023-06-04 11:02:03,completed
54,1020285,2023-06-04 11:06:08,completed
17,1020317,2023-06-04 11:06:58,pending
17,1020318,2023-06-04 11:08:28,completed
176,1020348,2023-06-04 11:14:18,cancelled
92,1020269,2023-06-04 11:20:45,completed
181,1020297,2023-06-04 11:38:53,refunded
136,1020355,2023-06-04 11:41:29,refunded
198,1020391,2023-06-04 11:46:17,cancelled
28,1020335,2023-06-04 11:58:29,cancelled
195,1020376,2023-06-04 12:04:29,completed
16,1020262,2023-06-04 12:32:01,completed
156,1020307,2023-06-04 12:45:48,completed
180,1020405,2023-06-04 12:49:56,completed
17,1020316,2023-06-04 13:11:37,cancelled
94,1020419,2023-06-04 13:14:10,completed
140,1020291,2023-06-04 13:35:08,completed
8,1020342,2023-06-04 13:39:45,refunded
142,1020371,2023-06-04 13:41:52,completed
140,1020290,2023-06-04 14:36:15,completed
188,1020360,2023-06-04 15:00:30,completed
75,1020275,2023-06-04 15:02:19,completed
150,1020312,2023-06-04 15:04:51,completed
58,1020402,2023-06-04 15:07:15,pending
198,1020390,2023-06-04 15:09:22,refunded
160,1020396,2023-06-04 15:12:27,cancelled
1,1020311,2023-06-04 15:15:45,completed
162,1020295,2023-06-04 15:15:47,cancelled
195,1020377,2023-06-04 15:16:54,cancelled
112,1020272,2023-06-04 15:17:08,cancelled
183,1020353,2023-06-04 15:18:48,completed
84,1020302,2023-06-04 15:19:37,refunded
9,1020410,2023-06-04 15:24:46,completed
131,1020406,2023-06-04 15:30:43,refunded
9,1020411,2023-06-04 15:36:22,refunded
150,1020314,2023-06-04 15:38:26,completed
16,1020263,2023-06-04 15:39:33,refunded
162,1020293,2023-06-04 15:43:24,refunded
198,1020387,2023-06-04 15:47:28,refunded
29,1020284,2023-06-04 15:50:07,refunded
8,1020343,2023-06-04 15:58:19,completed
28,1020338,2023-06-04 16:02:13,refunded
91,1020365,2023-06-04 16:04:59,refunded
158,1020393,2023-06-04 16:05:11,completed
75,1020277,2023-06-04 16:06:07,completed
112,1020271,2023-06-04 16:06:07,completed
188,1020363,2023-06-04 16:09:55,completed
195,1020374,2023-06-04 16:17:17,pending
134,1020324,2023-06-04 16:19:09,completed
181,1020298,2023-06-04 16:22:38,refunded
156,1020308,2023-06-04 16:25:10,completed
52,1020417,2023-06-04 16:25:58,completed
84,1020300,2023-06-04 16:30:12,completed
28,1020339,2023-06-04 16:38:37,completed
26,1020258,2023-06-04 16:40:13,completed
75,1020273,2023-06-04 16:50:58,completed
172,1020373,2023-06-04 17:01:52,completed
42,1020327,2023-06-04 17:07:29,completed
176,1020349,2023-06-04 17:22:38,completed
92,1020268,2023-06-04 17:27:38,completed
16,1020264,2023-06-04 17:29:31,cancelled
140,1020288,2023-06-04 17:30:09,completed
195,1020375,2023-06-04 17:31:44,completed
88,1020383,2023-06-04 17:35:50,pending
180,1020403,2023-06-04 17:36:14,refunded
91,1020367,2023-06-04 17:41:47,completed
147,1020380,2023-06-04 17:52:11,cancelled
176,1020350,2023-06-04 17:55:01,completed
92,1020267,2023-06-04 18:00:56,completed
115,1020278,2023-06-04 18:02:12,completed
172,1020372,2023-06-04 18:04:22,pending
150,1020313,2023-06-04 18:06:14,cancelled
160,1020395,2023-06-04 18:17:56,cancelled
140,1020289,2023-06-04 18:25:46,completed
28,1020336,2023-06-04 18:33:11,completed
160,1020397,2023-06-04 18:37:49,completed
193,1020331,2023-06-04 18:40:30,completed
84,1020304,2023-06-04 18:50:45,refunded
188,1020359,2023-06-04 18:53:26,cancelled
136,1020357,2023-06-04 19:09:27,completed
188,1020361,2023-06-04 19:11:13,completed
1,1020310,2023-06-04 19:11:40,cancelled
52,1020416,2023-06-04 19:14:59,refunded
58,1020401,2023-06-04 19:15:13,completed
25,1020306,2023-06-04 19:15:19,refunded
75,1020274,2023-06-04 19:16:04,refunded
91,1020364,2023-06-04 19:22:58,completed
42,1020329,2023-06-04 19:26:20,completed
9,1020413,2023-06-04 19:28:33,completed
122,1020358,2023-06-04 19:29:48,completed
26,1020260,2023-06-04 19:32:40,completed
160,1020394,2023-06-04 19:33:35,completed
147,1020381,2023-06-04 19:35:54,pending
75,1020276,2023-06-04 19:37:28,pending
79,1020369,2023-06-04 19:38:41,completed
84,1020303,2023-06-04 19:43:18,completed
138,1020385,2023-06-04 19:53:30,completed
162,1020294,2023-06-04 19:56:37,completed
176,1020351,2023-06-04 19:56:39,completed
147,1020379,2023-06-04 20:01:00,completed
26,1020259,2023-06-04 20:02:34,completed
162,1020296,2023-06-04 20:06:37,pending
193,1020330,2023-06-04 20:08:49,completed
134,1020323,2023-06-04 20:08:58,refunded
115,1020280,2023-06-04 20:12:11,completed
29,1020283,2023-06-04 20:14:13,completed
150,1020315,2023-06-04 20:20:01,completed
193,1020333,2023-06-04 20:27:30,refunded
42,1020326,2023-06-04 20:28:12,completed
28,1020337,2023-06-04 20:30:16,pending
25,1020305,2023-06-04 20:30:44,completed
52,1020415,2023-06-04 20:42:55,pending
193,1020332,2023-06-04 20:44:04,refunded
88,1020384,2023-06-04 20:50:30,completed
198,1020388,2023-06-04 20:52:50,completed
58,1020399,2023-06-04 20:56:29,completed
80,1020346,2023-06-04 21:18:36,pending
26,1020261,2023-06-04 21:26:14,cancelled
54,1020286,2023-06-04 21:41:56,completed
42,1020325,2023-06-04 22:48:11,completed
8,1020340,2023-06-04 23:03:41,cancelled
198,1020389,2023-06-04 23:46:17,completed
91,1020368,2023-06-04 23:49:28,pending
9,1020412,2023-06-04 23:51:27,pending
16,1020266,2023-06-04 23:56:30,completed
145,1020430,2023-06-05 00:52:37,completed
40,1020476,2023-06-05 01:58:06,cancelled
84,1020434,2023-06-05 03:05:52,cancelled
127,1020428,2023-06-05 05:39:23,refunded
5,1020491,2023-06-05 06:00:25,refunded
127,1020427,2023-06-05 06:03:26,refunded
40,1020475,2023-06-05 06:23:36,completed
175,1020423,2023-06-05 06:58:05,completed
159,1020513,2023-06-05 07:36:36,pending
79,1020495,2023-06-05 08:02:36,completed
175,1020424,2023-06-05 08:30:40,completed
127,1020425,2023-06-05 08:36:41,completed
172,1020506,2023-06-05 09:13:55,pending
96,1020484,2023-06-05 09:37:21,refunded
43,1020478,2023-06-05 09:38:46,cancelled
17,1020512,2023-06-05 09:44:48,cancelled
127,1020426,2023-06-05 09:51:21,completed
110,1020438,2023-06-05 10:23:17,completed
17,1020510,2023-06-05 10:23:17,pending
110,1020439,2023-06-05 10:24:57,completed
5,1020490,2023-06-05 10:31:03,completed
107,1020469,2023-06-05 10:32:22,completed
106,1020493,2023-06-05 10:33:47,completed
68,1020451,2023-06-05 10:34:41,completed
13,1020503,2023-06-05 11:08:18,completed
110,1020440,2023-06-05 11:12:12,cancelled
106,1020492,2023-06-05 11:12:15,pending
29,1020514,2023-06-05 11:20:00,refunded
122,1020497,2023-06-05 11:20:37,cancelled
30,1020457,2023-06-05 11:24:54,completed
174,1020480,2023-06-05 11:24:57,completed
17,1020509,2023-06-05 11:26:52,pending
111,1020442,2023-06-05 11:36:05,completed
106,1020494,2023-06-05 11:46:27,cancelled
101,1020501,2023-06-05 11:53:53,completed
107,1020468,2023-06-05 11:58:12,completed
175,1020420,2023-06-05 12:12:11,pending
125,1020455,2023-06-05 12:36:00,completed
101,1020500,2023-06-05 12:36:44,cancelled
125,1020454,2023-06-05 12:50:21,completed
125,1020456,2023-06-05 13:15:42,refunded
172,1020507,2023-06-05 13:31:09,refunded
110,1020437,2023-06-05 13:33:18,pending
59,1020504,2023-06-05 13:38:10,completed
84,1020435,2023-06-05 13:38:14,cancelled
191,1020446,2023-06-05 14:52:10,completed
190,1020461,2023-06-05 15:04:00,completed
139,1020487,2023-06-05 15:09:30,completed
68,1020450,2023-06-05 15:16:27,pending
125,1020452,2023-06-05 15:20:32,completed
111,1020441,2023-06-05 15:29:53,completed
1,1020463,2023-06-05 15:29:57,completed
1,1020466,2023-06-05 15:32:42,cancelled
139,1020486,2023-06-05 15:32:55,completed
175,1020421,2023-06-05 15:36:28,refunded
174,1020481,2023-06-05 15:38:39,refunded
85,1020431,2023-06-05 15:39:16,refunded
84,1020433,2023-06-05 15:40:31,pending
107,1020471,2023-06-05 15:56:04,completed
162,1020448,2023-06-05 16:01:55,completed
107,1020470,2023-06-05 16:03:05,completed
190,1020459,2023-06-05 16:12:39,pending
1,1020465,2023-06-05 16:21:31,completed
40,1020474,2023-06-05 16:22:23,completed
174,1020482,2023-06-05 16:28:01,completed
17,1020511,2023-06-05 16:30:47,pending
122,1020496,2023-06-05 16:37:22,refunded
145,1020429,2023-06-05 16:47:52,completed
107,1020467,2023-06-05 16:58:27,refunded
36,1020462,2023-06-05 17:03:15,completed
190,1020460,2023-06-05 17:03:51,completed
191,1020444,2023-06-05 17:08:12,completed
125,1020453,2023-06-05 17:22:40,completed
101,1020498,2023-06-05 17:35:48,completed
195,1020472,2023-06-05 17:47:30,completed
43,1020477,2023-06-05 18:09:45,completed
40,1020473,2023-06-05 18:11:05,completed
100,1020458,2023-06-05 18:21:04,completed
174,1020479,2023-06-05 18:22:02,completed
101,1020502,2023-06-05 18:50:46,completed
5,1020488,2023-06-05 18:55:59,completed
1,1020464,2023-06-05 19:17:33,completed
175,1020422,2023-06-05 19:36:06,completed
111,1020443,2023-06-05 19:41:12,pending
110,1020436,2023-06-05 19:47:36,pending
101,1020499,2023-06-05 20:07:55,cancelled
85,1020432,2023-06-05 20:10:10,cancelled
192,1020449,2023-06-05 20:13:35,completed
172,1020505,2023-06-05 20:23:36,pending
191,1020447,2023-06-05 20:25:40,completed
191,1020445,2023-06-05 20:27:05,completed
172,1020508,2023-06-05 20:36:05,completed
174,1020483,2023-06-05 20:40:04,pending
96,1020485,2023-06-05 20:48:51,completed
5,1020489,2023-06-05 20:50:39,completed
111,1020607,2023-06-06 00:57:23,completed
91,1020570,2023-06-06 01:04:36,pending
126,1020588,2023-06-06 04:49:33,completed
101,1020572,2023-06-06 05:47:25,pending
112,1020541,2023-06-06 06:29:39,completed
126,1020584,2023-06-06 07:07:11,completed
56,1020536,2023-06-06 07:17:47,completed
115,1020547,2023-06-06 07:58:28,completed
112,1020542,2023-06-06 08:29:27,refunded
32,1020564,2023-06-06 08:53:25,completed
26,1020580,2023-06-06 08:55:12,cancelled
95,1020613,2023-06-06 09:05:11,refunded
126,1020582,2023-06-06 09:06:02,completed
95,1020611,2023-06-06 09:20:29,refunded
144,1020526,2023-06-06 09:30:31,completed
144,1020524,2023-06-06 09:34:51,pending
32,1020565,2023-06-06 10:09:16,refunded
91,1020569,2023-06-06 10:16:14,pending
43,1020566,2023-06-06 10:23:25,refunded
159,1020576,2023-06-06 10:23:27,pending
100,1020557,2023-06-06 10:33:48,completed
169,1020593,2023-06-06 11:00:10,completed
32,1020563,2023-06-06 11:03:26,completed
17,1020599,2023-06-06 11:15:17,completed
117,1020558,2023-06-06 11:17:57,refunded
196,1020540,2023-06-06 11:34:45,completed
17,1020601,2023-06-06 11:41:57,refunded
14,1020573,2023-06-06 11:45:08,cancelled
33,1020517,2023-06-06 11:54:40,refunded
166,1020543,2023-06-06 12:27:50,completed
169,1020595,2023-06-06 13:03:01,cancelled
166,1020544,2023-06-06 13:25:28,cancelled
44,1020590,2023-06-06 13:29:27,refunded
85,1020529,2023-06-06 13:30:48,refunded
58,1020531,2023-06-06 13:36:06,completed
14,1020574,2023-06-06 14:38:22,completed
174,1020521,2023-06-06 14:49:11,completed
144,1020525,2023-06-06 14:51:22,completed
159,1020578,2023-06-06 15:02:04,completed
58,1020530,2023-06-06 15:13:07,cancelled
39,1020561,2023-06-06 15:28:40,completed
126,1020586,2023-06-06 15:34:04,completed
85,1020528,2023-06-06 15:41:04,refunded
126,1020581,2023-06-06 15:44:33,cancelled
126,1020585,2023-06-06 15:46:12,completed
