date,listing_id,cnt_ratings,avg_rating
2023-04-13,45,57,4.02
2023-04-13,58,57,4.23
2023-04-13,59,43,4.19
2023-04-13,75,44,4.27
2023-04-13,77,65,4.29
2023-04-13,79,33,4.33
2023-04-13,101,31,4.03
2023-04-13,104,44,4.09
2023-04-13,108,20,4.15
2023-04-13,109,35,4.4
2023-04-13,114,32,4.41
2023-04-13,122,21,4.1
2023-04-13,124,31,4.32
2023-04-13,138,53,4.23
2023-04-13,140,61,4.16
2023-04-13,142,67,3.91
2023-04-13,145,75,3.95
2023-04-13,157,54,3.94
2023-04-13,159,64,4.27
2023-04-13,174,60,4.1
2023-04-13,175,56,4.11
2023-04-13,177,60,4.38
2023-04-13,183,47,4.02
2023-04-13,186,68,4.1
2023-04-13,187,20,4.1
2023-04-13,199,56,4.16
2023-04-14,2,83,4.17
2023-04-14,3,60,4.18
2023-04-14,6,60,4.07
2023-04-14,9,27,4.15
2023-04-14,12,70,4.11
2023-04-14,14,56,4.07
2023-04-14,16,11,3.91
2023-04-14,17,62,4.23
2023-04-14,25,58,4.03
2023-04-14,28,68,4.04
2023-04-14,33,59,4.34
2023-04-14,35,41,3.95
2023-04-14,37,34,4.15
2023-04-14,44,65,3.98
2023-04-14,46,39,4.05
2023-04-14,48,35,4.09
2023-04-14,49,38,4.26
2023-04-14,52,50,4.2
2023-04-14,64,53,4.25
2023-04-14,68,28,4.25
2023-04-14,68,45,4.13
2023-04-14,77,66,4.26
2023-04-14,78,32,4.06
2023-04-14,83,40,4.0
2023-04-14,87,45,4.22
2023-04-14,89,15,4.0
2023-04-14,97,50,4.04
2023-04-14,100,37,4.14
2023-04-14,109,36,4.42
2023-04-14,114,29,4.03
2023-04-14,117,33,4.3
2023-04-14,118,20,4.3
2023-04-14,120,15,4.2
2023-04-14,130,39,3.95
2023-04-14,132,45,4.36
2023-04-14,135,64,3.81
2023-04-14,138,54,4.24
2023-04-14,139,58,4.33
2023-04-14,145,76,3.95
2023-04-14,151,50,4.26
2023-04-14,157,55,3.96
2023-04-14,159,66,4.18
2023-04-14,161,67,3.94
2023-04-14,170,22,3.91
2023-04-14,172,43,3.98
2023-04-14,175,57,4.12
2023-04-14,177,61,4.38
2023-04-14,190,20,4.45
2023-04-14,199,57,4.18
2023-04-14,200,42,4.21
2023-04-15,2,84,4.17
2023-04-15,3,61,4.13
2023-04-15,11,52,4.1
2023-04-15,14,58,4.07
2023-04-15,17,63,4.24
2023-04-15,25,59,4.05
2023-04-15,36,22,4.0
2023-04-15,37,35,4.14
2023-04-15,39,6,3.67
2023-04-15,44,66,3.98
2023-04-15,45,58,4.03
2023-04-15,48,40,4.0
2023-04-15,49,39,4.23
2023-04-15,52,51,4.2
2023-04-15,58,58,4.17
2023-04-15,65,35,4.29
2023-04-15,68,46,4.13
2023-04-15,71,42,3.93
2023-04-15,75,45,4.29
2023-04-15,76,48,4.17
2023-04-15,77,67,4.27
2023-04-15,78,33,4.09
2023-04-15,79,34,4.35
2023-04-15,83,41,4.02
2023-04-15,84,24,3.88
2023-04-15,100,38,4.11
2023-04-15,104,45,4.11
2023-04-15,114,33,4.39
2023-04-15,118,21,4.24
2023-04-15,124,32,4.34
2023-04-15,134,26,4.0
2023-04-15,139,59,4.34
2023-04-15,140,62,4.15
2023-04-15,145,77,3.95
2023-04-15,149,29,3.9
2023-04-15,151,51,4.25
2023-04-15,155,59,4.03
2023-04-15,157,56,3.91
2023-04-15,161,68,3.94
2023-04-15,168,56,4.14
2023-04-15,172,44,3.95
2023-04-15,173,35,4.0
2023-04-15,174,61,4.07
2023-04-15,175,58,4.12
2023-04-15,183,48,4.04
2023-04-15,186,71,4.14
2023-04-15,188,51,4.39
2023-04-15,189,22,4.05
2023-04-15,197,57,4.18
2023-04-15,199,20,3.95
2023-04-16,2,86,4.17
2023-04-16,3,62,4.13
2023-04-16,6,61,4.05
2023-04-16,8,66,4.18
2023-04-16,9,28,4.14
2023-04-16,9,23,4.13
2023-04-16,11,54,4.11
2023-04-16,25,60,4.05
2023-04-16,28,69,4.04
2023-04-16,33,45,4.2
2023-04-16,35,43,3.98
2023-04-16,37,36,4.11
2023-04-16,44,67,3.99
2023-04-16,48,34,4.06
2023-04-16,65,36,4.25
2023-04-16,76,50,4.12
2023-04-16,78,35,4.11
2023-04-16,79,36,4.28
2023-04-16,84,25,3.84
2023-04-16,89,16,4.0
2023-04-16,93,23,3.96
2023-04-16,101,32,4.06
2023-04-16,104,46,4.09
2023-04-16,114,35,4.4
2023-04-16,116,9,3.67
2023-04-16,130,40,3.95
2023-04-16,131,50,4.08
2023-04-16,140,63,4.14
2023-04-16,142,68,3.93
2023-04-16,149,30,3.93
2023-04-16,151,52,4.27
2023-04-16,157,57,3.91
2023-04-16,167,48,4.1
2023-04-16,170,23,3.96
2023-04-16,172,46,3.91
2023-04-16,178,24,4.0
2023-04-17,3,63,4.1
2023-04-17,6,62,4.03
2023-04-17,8,68,4.18
2023-04-17,12,73,4.14
2023-04-17,13,83,4.08
2023-04-17,16,12,3.92
2023-04-17,17,64,4.23
2023-04-17,28,70,4.01
2023-04-17,39,7,3.43
2023-04-17,41,70,4.04
2023-04-17,45,59,4.05
2023-04-17,49,40,4.22
2023-04-17,65,38,4.26
2023-04-17,68,30,4.23
2023-04-17,68,47,4.13
2023-04-17,84,27,3.85
2023-04-17,89,17,4.0
2023-04-17,97,51,4.04
2023-04-17,109,37,4.43
2023-04-17,120,16,4.19
2023-04-17,134,27,4.04
2023-04-17,136,37,4.19
2023-04-17,138,55,4.22
2023-04-17,139,60,4.32
2023-04-17,140,64,4.16
2023-04-17,145,78,3.95
2023-04-17,151,53,4.25
2023-04-17,157,60,3.83
2023-04-17,159,67,4.16
2023-04-17,160,57,3.95
2023-04-17,168,57,4.14
2023-04-17,172,47,3.94
2023-04-17,174,62,4.06
2023-04-17,178,25,4.04
2023-04-17,179,27,4.07
2023-04-17,181,46,4.35
2023-04-17,183,49,4.02
2023-04-17,188,52,4.35
2023-04-17,189,34,4.26
2023-04-17,197,58,4.19
2023-04-17,199,58,4.14
2023-04-18,3,64,4.09
2023-04-18,9,29,4.14
2023-04-18,11,55,4.09
2023-04-18,12,74,4.14
2023-04-18,14,59,4.08
2023-04-18,17,65,4.22
2023-04-18,25,61,4.07
2023-04-18,28,72,4.03
2023-04-18,45,60,4.07
2023-04-18,47,56,4.09
2023-04-18,48,41,4.0
2023-04-18,52,52,4.21
2023-04-18,53,35,4.11
2023-04-18,58,60,4.15
2023-04-18,59,46,4.26
2023-04-18,59,44,4.2
2023-04-18,66,44,4.07
2023-04-18,71,43,3.95
2023-04-18,72,11,3.73
2023-04-18,83,42,4.02
2023-04-18,101,33,4.06
2023-04-18,108,21,4.14
2023-04-18,130,41,3.98
2023-04-18,131,51,4.1
2023-04-18,134,28,4.07
2023-04-18,135,65,3.83
2023-04-18,138,56,4.23
2023-04-18,142,70,3.96
2023-04-18,145,80,3.98
2023-04-18,149,32,3.84
2023-04-18,151,54,4.24
2023-04-18,157,61,3.82
2023-04-18,159,68,4.16
2023-04-18,161,70,3.93
2023-04-18,172,49,3.96
2023-04-18,173,36,4.0
2023-04-18,177,63,4.37
2023-04-18,183,50,4.02
2023-04-18,199,21,4.0
2023-04-18,199,59,4.12
2023-04-19,6,48,3.85
2023-04-19,12,75,4.13
2023-04-19,15,42,4.07
2023-04-19,25,62,4.08
2023-04-19,28,73,4.04
2023-04-19,33,47,4.15
2023-04-19,35,44,3.98
2023-04-19,47,59,4.14
2023-04-19,48,42,3.98
2023-04-19,49,41,4.22
2023-04-19,58,61,4.15
2023-04-19,66,45,4.07
2023-04-19,68,50,4.18
2023-04-19,71,45,4.0
2023-04-19,75,46,4.3
2023-04-19,76,51,4.14
2023-04-19,77,68,4.25
2023-04-19,79,37,4.3
2023-04-19,83,43,4.05
2023-04-19,87,46,4.24
2023-04-19,100,39,4.13
2023-04-19,109,38,4.42
2023-04-19,117,35,4.31
2023-04-19,122,23,4.04
2023-04-19,134,29,4.1
2023-04-19,135,66,3.8
2023-04-19,136,38,4.21
2023-04-19,140,66,4.18
2023-04-19,142,71,3.96
2023-04-19,145,82,3.98
2023-04-19,149,33,3.88
2023-04-19,151,55,4.25
2023-04-19,155,60,4.05
2023-04-19,157,63,3.81
2023-04-19,161,71,3.94
2023-04-19,175,59,4.14
2023-04-19,179,28,4.11
2023-04-19,188,54,4.33
2023-04-19,198,22,4.23
2023-04-20,3,65,4.11
2023-04-20,11,57,4.11
2023-04-20,28,75,4.05
2023-04-20,33,60,4.32
2023-04-20,35,45,4.0
2023-04-20,44,68,3.99
2023-04-20,45,61,4.08
2023-04-20,48,36,4.08
2023-04-20,51,23,4.48
2023-04-20,53,36,4.11
2023-04-20,58,63,4.14
2023-04-20,59,47,4.28
2023-04-20,68,31,4.23
2023-04-20,68,52,4.21
2023-04-20,87,47,4.26
2023-04-20,94,52,3.88
2023-04-20,104,47,4.09
2023-04-20,118,22,4.23
2023-04-20,124,33,4.33
2023-04-20,130,42,3.93
2023-04-20,131,52,4.12
2023-04-20,135,67,3.81
2023-04-20,139,61,4.33
2023-04-20,151,56,4.23
2023-04-20,160,59,3.95
2023-04-20,168,58,4.09
2023-04-20,173,38,4.03
2023-04-20,174,63,4.06
2023-04-20,178,26,4.04
2023-04-20,179,29,4.03
2023-04-20,183,51,4.04
2023-04-20,186,72,4.12
2023-04-20,188,55,4.33
2023-04-20,189,24,4.0
2023-04-20,198,23,4.26
2023-04-20,199,60,4.13
2023-04-21,3,67,4.13
2023-04-21,6,49,3.84
2023-04-21,6,64,4.03
2023-04-21,10,11,3.82
2023-04-21,13,84,4.1
2023-04-21,14,61,4.08
2023-04-21,25,64,4.08
2023-04-21,33,48,4.12
2023-04-21,33,61,4.33
2023-04-21,35,46,3.96
2023-04-21,41,71,4.06
2023-04-21,45,63,4.1
2023-04-21,51,24,4.46
2023-04-21,52,53,4.23
2023-04-21,58,64,4.16
2023-04-21,65,39,4.26
2023-04-21,68,53,4.21
2023-04-21,71,46,4.0
2023-04-21,77,69,4.25
2023-04-21,83,45,4.07
2023-04-21,89,18,4.06
2023-04-21,104,48,4.06
2023-04-21,108,22,4.09
2023-04-21,109,39,4.36
2023-04-21,110,18,4.11
2023-04-21,114,36,4.39
2023-04-21,114,31,4.0
2023-04-21,124,34,4.29
2023-04-21,130,43,3.95
2023-04-21,131,54,4.09
2023-04-21,132,46,4.37
2023-04-21,138,57,4.25
2023-04-21,139,62,4.32
2023-04-21,140,67,4.19
2023-04-21,145,83,3.94
2023-04-21,151,57,4.25
2023-04-21,155,61,4.07
2023-04-21,157,64,3.83
2023-04-21,160,60,3.92
2023-04-21,167,49,4.12
2023-04-21,173,39,4.05
2023-04-21,174,65,4.05
2023-04-21,175,60,4.15
2023-04-21,178,27,4.04
2023-04-21,179,30,4.03
2023-04-21,187,21,4.14
2023-04-21,191,8,4.25
2023-04-21,197,59,4.19
2023-04-22,8,69,4.19
2023-04-22,12,76,4.13
2023-04-22,14,62,4.1
2023-04-22,33,49,4.12
2023-04-22,41,72,4.04
2023-04-22,44,70,3.97
2023-04-22,45,65,4.11
2023-04-22,46,40,4.05
2023-04-22,48,43,3.95
2023-04-22,48,37,4.11
2023-04-22,58,65,4.17
2023-04-22,66,46,4.09
2023-04-22,76,52,4.12
2023-04-22,84,28,3.89
2023-04-22,89,19,4.05
2023-04-22,96,36,4.28
2023-04-22,109,41,4.34
2023-04-22,122,24,4.0
2023-04-22,130,44,3.98
2023-04-22,131,55,4.07
2023-04-22,140,68,4.21
2023-04-22,142,72,3.96
2023-04-22,149,34,3.88
2023-04-22,155,63,4.08
2023-04-22,157,65,3.85
2023-04-22,160,61,3.93
2023-04-22,161,73,3.95
2023-04-22,168,59,4.1
2023-04-22,172,50,3.98
2023-04-22,173,41,4.02
2023-04-22,174,66,4.05
2023-04-22,175,61,4.16
2023-04-22,177,64,4.38
2023-04-22,179,31,4.0
2023-04-22,183,20,4.1
2023-04-22,188,57,4.33
2023-04-22,189,35,4.29
2023-04-22,194,6,4.17
2023-04-22,197,62,4.18
2023-04-22,199,61,4.13
2023-04-23,2,87,4.17
2023-04-23,3,68,4.1
2023-04-23,8,70,4.19
2023-04-23,9,30,4.03
2023-04-23,13,86,4.09
2023-04-23,17,67,4.21
2023-04-23,25,65,4.09
2023-04-23,33,51,4.14
2023-04-23,33,63,4.33
2023-04-23,35,47,3.96
2023-04-23,36,23,4.0
2023-04-23,41,73,4.01
2023-04-23,44,71,3.99
2023-04-23,45,66,4.12
2023-04-23,46,41,4.07
2023-04-23,49,42,4.24
2023-04-23,51,25,4.44
2023-04-23,58,67,4.15
2023-04-23,64,54,4.26
2023-04-23,66,47,4.11
2023-04-23,71,47,3.98
2023-04-23,78,36,4.11
2023-04-23,83,46,4.07
2023-04-23,93,24,3.96
2023-04-23,94,53,3.89
2023-04-23,110,19,4.0
2023-04-23,114,37,4.41
2023-04-23,116,10,3.8
2023-04-23,131,57,4.11
2023-04-23,135,69,3.81
2023-04-23,138,58,4.26
2023-04-23,140,69,4.2
2023-04-23,142,73,3.97
2023-04-23,155,66,4.05
2023-04-23,157,66,3.83
2023-04-23,159,70,4.16
2023-04-23,161,74,3.96
2023-04-23,168,61,4.1
2023-04-23,173,42,4.05
2023-04-23,174,67,4.06
2023-04-23,177,65,4.38
2023-04-23,179,32,3.97
2023-04-23,181,47,4.36
2023-04-23,186,73,4.14
2023-04-23,189,25,4.04
2023-04-23,197,63,4.19
2023-04-23,199,62,4.13
2023-04-24,3,69,4.1
2023-04-24,9,31,4.03
2023-04-24,12,77,4.1
2023-04-24,13,87,4.09
2023-04-24,14,63,4.08
2023-04-24,28,76,4.07
2023-04-24,36,24,4.0
2023-04-24,44,74,3.99
2023-04-24,45,68,4.13
2023-04-24,53,37,4.11
2023-04-24,59,48,4.29
2023-04-24,66,48,4.1
2023-04-24,68,32,4.22
2023-04-24,71,48,3.98
2023-04-24,75,47,4.3
2023-04-24,77,71,4.24
2023-04-24,78,38,4.16
2023-04-24,84,29,3.9
2023-04-24,96,37,4.3
2023-04-24,97,52,4.06
2023-04-24,120,17,4.24
2023-04-24,129,31,4.13
2023-04-24,130,45,3.98
2023-04-24,138,59,4.25
2023-04-24,142,74,3.99
2023-04-24,145,84,3.95
2023-04-24,155,67,4.06
2023-04-24,161,76,3.95
2023-04-24,162,7,5.0
2023-04-24,167,50,4.14
2023-04-24,172,51,4.0
2023-04-24,183,52,4.06
2023-04-24,188,58,4.34
2023-04-24,197,64,4.17
2023-04-24,199,63,4.14
2023-04-25,2,88,4.14
2023-04-25,8,71,4.15
2023-04-25,12,78,4.1
2023-04-25,13,88,4.09
2023-04-25,14,64,4.06
2023-04-25,16,13,3.85
2023-04-25,33,52,4.1
2023-04-25,44,76,4.0
2023-04-25,48,44,3.98
2023-04-25,53,39,4.13
2023-04-25,59,45,4.2
2023-04-25,62,50,4.1
2023-04-25,65,40,4.25
2023-04-25,68,33,4.21
2023-04-25,68,54,4.22
2023-04-25,76,54,4.15
2023-04-25,77,72,4.25
2023-04-25,82,24,4.38
2023-04-25,94,54,3.91
2023-04-25,97,53,4.06
2023-04-25,104,50,4.08
2023-04-25,109,42,4.33
2023-04-25,120,19,4.21
2023-04-25,130,46,3.98
2023-04-25,132,47,4.38
2023-04-25,134,31,4.1
2023-04-25,135,70,3.8
2023-04-25,138,60,4.25
2023-04-25,139,63,4.3
2023-04-25,145,85,3.95
2023-04-25,151,58,4.24
2023-04-25,155,68,4.06
2023-04-25,157,69,3.84
2023-04-25,160,62,3.95
2023-04-25,161,77,3.96
2023-04-25,162,8,4.88
2023-04-25,170,24,4.0
2023-04-25,172,52,3.98
2023-04-25,177,66,4.38
2023-04-25,180,16,4.0
2023-04-25,181,48,4.31
2023-04-25,182,14,4.43
2023-04-25,183,53,4.06
2023-04-25,183,21,4.14
2023-04-25,186,74,4.15
2023-04-25,188,59,4.36
2023-04-25,190,21,4.43
2023-04-25,197,65,4.17
2023-04-26,12,79,4.09
2023-04-26,28,77,4.08
2023-04-26,37,37,4.08
2023-04-26,44,77,4.01
2023-04-26,45,69,4.14
2023-04-26,48,46,3.96
2023-04-26,65,41,4.24
2023-04-26,66,49,4.1
2023-04-26,68,55,4.22
2023-04-26,71,49,3.94
2023-04-26,75,48,4.29
2023-04-26,81,15,4.07
2023-04-26,82,25,4.4
2023-04-26,84,30,3.9
2023-04-26,87,48,4.23
2023-04-26,93,25,3.92
2023-04-26,142,75,3.99
2023-04-26,167,51,4.14
2023-04-26,168,62,4.11
2023-04-26,172,54,3.94
2023-04-26,173,43,4.07
2023-04-26,174,70,4.04
2023-04-26,175,63,4.16
2023-04-26,178,28,4.07
2023-04-26,183,23,4.22
2023-04-26,186,75,4.13
2023-04-26,198,24,4.29
2023-04-26,199,64,4.16
2023-04-26,200,44,4.23
2023-04-27,6,66,4.06
2023-04-27,8,73,4.15
2023-04-27,13,89,4.1
2023-04-27,14,65,4.08
2023-04-27,16,14,3.86
2023-04-27,17,68,4.19
2023-04-27,25,66,4.06
2023-04-27,28,78,4.08
2023-04-27,33,64,4.33
2023-04-27,36,25,3.96
2023-04-27,45,71,4.15
2023-04-27,47,60,4.13
2023-04-27,49,43,4.21
2023-04-27,58,70,4.14
2023-04-27,59,50,4.32
2023-04-27,59,46,4.22
2023-04-27,68,57,4.23
2023-04-27,72,13,3.69
2023-04-27,75,49,4.31
2023-04-27,76,55,4.16
2023-04-27,77,73,4.26
2023-04-27,78,39,4.18
2023-04-27,84,31,3.9
2023-04-27,87,50,4.22
2023-04-27,96,38,4.32
2023-04-27,108,23,4.09
2023-04-27,130,47,3.98
2023-04-27,131,58,4.1
2023-04-27,135,71,3.79
2023-04-27,138,61,4.26
2023-04-27,140,70,4.2
2023-04-27,145,86,3.95
2023-04-27,155,69,4.06
2023-04-27,167,52,4.13
2023-04-27,168,64,4.06
2023-04-27,170,25,4.04
2023-04-27,172,55,3.95
2023-04-27,177,68,4.38
2023-04-27,180,17,4.06
2023-04-27,181,50,4.32
2023-04-27,183,54,4.06
2023-04-27,183,24,4.25
2023-04-27,188,60,4.37
2023-04-27,199,65,4.11
2023-04-28,2,90,4.13
2023-04-28,6,68,4.04
2023-04-28,8,74,4.15
2023-04-28,11,58,4.12
2023-04-28,25,67,4.06
2023-04-28,28,79,4.05
2023-04-28,33,66,4.33
2023-04-28,35,48,3.94
2023-04-28,41,74,4.03
2023-04-28,44,78,4.03
2023-04-28,45,74,4.18
2023-04-28,46,42,4.1
2023-04-28,59,53,4.36
2023-04-28,66,50,4.12
2023-04-28,68,58,4.21
2023-04-28,71,50,3.94
2023-04-28,75,50,4.32
2023-04-28,77,74,4.27
2023-04-28,78,40,4.18
2023-04-28,79,38,4.24
2023-04-28,82,26,4.31
2023-04-28,94,56,3.93
2023-04-28,96,41,4.27
2023-04-28,104,51,4.06
2023-04-28,108,24,4.12
2023-04-28,114,38,4.37
2023-04-28,114,33,4.0
2023-04-28,124,36,4.31
2023-04-28,130,48,4.0
2023-04-28,131,59,4.1
2023-04-28,132,49,4.37
2023-04-28,150,9,4.0
2023-04-28,151,59,4.24
2023-04-28,155,71,4.07
2023-04-28,160,63,3.92
2023-04-28,161,78,3.96
2023-04-28,163,22,3.64
2023-04-28,168,65,4.05
2023-04-28,170,26,4.04
2023-04-28,181,51,4.33
2023-04-28,183,25,4.28
2023-04-28,186,77,4.13
2023-04-28,187,22,4.18
2023-04-28,188,62,4.34
2023-04-28,190,22,4.41
2023-04-28,197,66,4.17
2023-04-29,6,69,4.06
2023-04-29,9,32,4.0
2023-04-29,10,12,3.92
2023-04-29,13,90,4.11
2023-04-29,17,69,4.19
2023-04-29,33,53,4.08
2023-04-29,44,81,4.02
2023-04-29,45,75,4.17
2023-04-29,46,43,4.07
2023-04-29,48,47,3.98
2023-04-29,48,35,4.03
2023-04-29,59,47,4.23
2023-04-29,72,14,3.71
2023-04-29,76,56,4.11
2023-04-29,81,16,4.12
2023-04-29,82,27,4.26
2023-04-29,89,16,4.0
2023-04-29,130,49,4.0
2023-04-29,135,75,3.77
2023-04-29,136,39,4.23
2023-04-29,139,64,4.31
2023-04-29,140,71,4.2
2023-04-29,149,35,3.91
2023-04-29,157,71,3.87
2023-04-29,159,71,4.15
2023-04-29,168,66,4.06
2023-04-29,172,56,3.95
2023-04-29,175,64,4.16
2023-04-29,177,70,4.36
2023-04-29,178,29,4.03
2023-04-29,183,26,4.31
2023-04-29,186,78,4.13
2023-04-29,188,63,4.32
2023-04-29,190,25,4.32
2023-04-29,197,67,4.16
2023-04-29,198,25,4.28
2023-04-30,6,70,4.06
2023-04-30,9,24,4.08
2023-04-30,11,59,4.12
2023-04-30,12,80,4.09
2023-04-30,13,91,4.11
2023-04-30,28,80,4.06
2023-04-30,41,75,4.04
2023-04-30,44,84,4.02
2023-04-30,45,76,4.18
2023-04-30,47,61,4.15
2023-04-30,53,40,4.15
2023-04-30,58,71,4.14
2023-04-30,66,51,4.14
2023-04-30,68,60,4.23
2023-04-30,71,51,3.94
2023-04-30,75,51,4.33
2023-04-30,76,57,4.12
2023-04-30,79,39,4.23
2023-04-30,82,28,4.29
2023-04-30,87,51,4.24
2023-04-30,96,42,4.26
2023-04-30,100,40,4.15
2023-04-30,104,52,4.06
2023-04-30,108,25,4.12
2023-04-30,109,43,4.3
2023-04-30,110,20,4.05
2023-04-30,114,39,4.38
2023-04-30,122,25,4.0
2023-04-30,135,76,3.78
2023-04-30,138,62,4.26
2023-04-30,139,65,4.29
2023-04-30,159,72,4.12
2023-04-30,161,79,3.95
2023-04-30,167,54,4.13
2023-04-30,169,15,4.27
2023-04-30,179,33,3.94
2023-04-30,182,15,4.4
2023-04-30,189,36,4.28
2023-04-30,199,66,4.12
2023-05-01,2,91,4.14
2023-05-01,3,71,4.11
2023-05-01,6,50,3.86
2023-05-01,6,72,4.06
2023-05-01,8,75,4.15
2023-05-01,13,92,4.09
2023-05-01,14,66,4.05
2023-05-01,28,81,4.07
2023-05-01,33,68,4.35
2023-05-01,41,76,4.05
2023-05-01,44,85,4.02
2023-05-01,49,45,4.2
2023-05-01,52,54,4.2
2023-05-01,64,55,4.22
2023-05-01,65,42,4.26
2023-05-01,68,34,4.21
2023-05-01,71,52,3.96
2023-05-01,75,53,4.32
2023-05-01,77,75,4.28
2023-05-01,82,30,4.3
2023-05-01,87,52,4.21
2023-05-01,94,57,3.95
2023-05-01,100,41,4.17
2023-05-01,104,53,4.06
2023-05-01,108,26,4.15
2023-05-01,110,21,4.05
2023-05-01,114,40,4.35
2023-05-01,124,37,4.32
2023-05-01,135,77,3.78
2023-05-01,139,67,4.27
2023-05-01,142,76,3.99
2023-05-01,145,87,3.94
2023-05-01,150,10,3.8
2023-05-01,157,73,3.88
2023-05-01,160,65,3.89
2023-05-01,161,81,3.95
2023-05-01,163,23,3.7
2023-05-01,167,55,4.11
2023-05-01,172,57,3.96
2023-05-01,173,44,4.09
2023-05-01,177,72,4.38
2023-05-01,178,30,4.07
2023-05-01,179,34,3.94
2023-05-01,181,52,4.35
2023-05-01,183,55,4.02
2023-05-01,186,79,4.14
2023-05-01,197,68,4.18
2023-05-01,199,23,3.91
2023-05-02,2,92,4.15
2023-05-02,8,77,4.16
2023-05-02,9,33,3.97
2023-05-02,12,82,4.11
2023-05-02,14,67,4.04
2023-05-02,28,84,4.11
2023-05-02,33,54,4.09
2023-05-02,35,49,3.9
2023-05-02,36,26,4.0
2023-05-02,45,78,4.18
2023-05-02,48,38,4.11
2023-05-02,49,46,4.17
2023-05-02,59,49,4.22
2023-05-02,64,56,4.23
2023-05-02,65,44,4.23
2023-05-02,75,54,4.33
2023-05-02,76,58,4.14
2023-05-02,78,41,4.2
2023-05-02,94,58,3.93
2023-05-02,100,42,4.17
2023-05-02,104,54,4.0
2023-05-02,108,27,4.19
2023-05-02,114,34,3.97
2023-05-02,134,32,4.09
2023-05-02,138,12,4.08
2023-05-02,142,78,3.97
2023-05-02,145,88,3.94
2023-05-02,149,36,3.92
2023-05-02,151,60,4.25
2023-05-02,155,72,4.08
2023-05-02,163,25,3.68
2023-05-02,172,58,3.98
2023-05-02,173,45,4.09
2023-05-02,174,71,4.06
2023-05-02,178,32,4.06
2023-05-02,180,18,4.06
2023-05-02,186,80,4.14
2023-05-02,188,64,4.27
2023-05-03,8,78,4.13
2023-05-03,9,35,4.0
2023-05-03,17,70,4.19
2023-05-03,33,69,4.36
2023-05-03,41,77,4.05
2023-05-03,44,86,3.99
2023-05-03,45,79,4.19
2023-05-03,48,48,4.0
2023-05-03,48,36,4.03
2023-05-03,53,41,4.17
2023-05-03,64,57,4.23
2023-05-03,75,55,4.33
2023-05-03,77,77,4.27
2023-05-03,79,41,4.27
2023-05-03,94,59,3.92
2023-05-03,97,54,4.02
2023-05-03,100,44,4.18
2023-05-03,104,56,4.04
2023-05-03,114,35,3.97
2023-05-03,130,50,4.0
2023-05-03,135,78,3.79
2023-05-03,138,63,4.27
2023-05-03,139,68,4.25
2023-05-03,140,72,4.21
2023-05-03,150,11,3.82
2023-05-03,151,61,4.25
2023-05-03,159,74,4.12
2023-05-03,161,82,3.96
2023-05-03,168,67,4.06
2023-05-03,170,27,4.04
2023-05-03,173,46,4.11
2023-05-03,174,72,4.06
2023-05-03,177,73,4.36
2023-05-03,188,65,4.26
2023-05-03,199,67,4.12
2023-05-04,2,93,4.15
2023-05-04,3,72,4.1
2023-05-04,6,51,3.88
2023-05-04,11,60,4.12
2023-05-04,12,84,4.08
2023-05-04,13,95,4.11
2023-05-04,33,55,4.09
2023-05-04,35,51,3.92
2023-05-04,45,80,4.19
2023-05-04,48,49,3.96
2023-05-04,48,39,4.1
2023-05-04,53,42,4.14
2023-05-04,59,50,4.24
2023-05-04,62,52,4.12
2023-05-04,64,58,4.24
2023-05-04,65,45,4.24
2023-05-04,66,52,4.15
2023-05-04,76,59,4.15
2023-05-04,77,78,4.26
2023-05-04,78,43,4.21
2023-05-04,87,53,4.21
2023-05-04,94,60,3.93
2023-05-04,117,37,4.35
2023-05-04,129,32,4.16
2023-05-04,130,51,4.02
2023-05-04,149,38,3.95
2023-05-04,151,62,4.26
2023-05-04,160,67,3.9
2023-05-04,168,68,4.07
2023-05-04,175,65,4.15
2023-05-04,181,53,4.34
2023-05-04,186,81,4.14
2023-05-04,188,66,4.27
2023-05-04,197,69,4.19
2023-05-05,2,94,4.14
2023-05-05,3,73,4.11
2023-05-05,13,96,4.11
2023-05-05,25,68,4.06
2023-05-05,28,85,4.12
2023-05-05,33,71,4.38
2023-05-05,39,8,3.62
2023-05-05,43,11,4.36
2023-05-05,44,88,4.0
2023-05-05,53,43,4.09
2023-05-05,58,73,4.11
2023-05-05,62,53,4.11
2023-05-05,64,60,4.25
2023-05-05,66,53,4.13
2023-05-05,68,61,4.25
2023-05-05,71,53,3.98
2023-05-05,75,56,4.3
2023-05-05,94,62,3.94
2023-05-05,104,57,4.04
2023-05-05,124,38,4.32
2023-05-05,129,33,4.15
2023-05-05,130,52,4.02
2023-05-05,131,60,4.12
2023-05-05,138,65,4.29
2023-05-05,139,69,4.26
2023-05-05,149,39,3.92
2023-05-05,163,26,3.62
2023-05-05,170,29,4.1
2023-05-05,175,66,4.17
2023-05-05,177,74,4.34
2023-05-05,179,35,3.86
2023-05-05,181,54,4.35
2023-05-05,183,57,4.02
2023-05-05,189,26,4.08
2023-05-05,194,7,4.14
2023-05-06,8,80,4.14
2023-05-06,12,85,4.07
2023-05-06,13,98,4.11
2023-05-06,44,89,3.99
2023-05-06,45,81,4.19
2023-05-06,48,50,3.96
2023-05-06,48,40,4.08
2023-05-06,51,26,4.35
2023-05-06,58,76,4.13
2023-05-06,62,54,4.11
2023-05-06,64,61,4.25
